timestamp,dataset,model,model_type,run_type,metric,transform,transform_param,score
20241028_121623,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,bilateral,5,0.5521605610847473
20241028_150630,caltech,pit,transformer,NT,test_accuracy_macro,patch_shuffle,11,0.10844813287258148
20241028_144847,caltech,cait,transformer,NT,test_accuracy_macro,median,9,0.45110711455345154
20241028_151234,caltech,beit,transformer,NT,test_accuracy_macro,gaussian,5.0,0.45564717054367065
20241028_122925,rgb_bigearthnet,mobilenet,cnn,NT,test_mAP_macro,channel_shuffle,6,0.35721659660339355
20241028_122330,deepglobe,cait,transformer,NT,test_mAP_macro,median,31,0.2290624976158142
20241028_144032,imagenet,inception,cnn,PT,test_accuracy_macro,patch_shuffle,4,0.17270857095718384
20241028_135605,rgb_bigearthnet,deit,transformer,NT,test_mAP_macro,channel_shuffle,3,0.36156797409057617
20241028_143054,caltech,vit,transformer,NT,test_accuracy_macro,patch_shuffle,8,0.38334834575653076
20241028_175744,imagenet,pit,transformer,PT,test_accuracy_macro,channel_shuffle,2,0.5026410818099976
20241028_154934,caltech_120,convnext,cnn,NT,test_accuracy_macro,bilateral,15,0.5200036764144897
20241028_135546,rgb_bigearthnet,deit,transformer,NT,test_mAP_macro,channel_shuffle,2,0.36567142605781555
20241028_131801,caltech,resnet,cnn,NT,test_accuracy_macro,bilateral,3,0.6105218529701233
20241028_110547,imagenet,efficientnet,cnn,PT,test_accuracy_macro,channel_shuffle,3,0.6445009112358093
20241028_122525,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,patch_shuffle,2,0.6150841116905212
20241028_110554,rgb_bigearthnet,convnext,cnn,NT,test_mAP_macro,patch_shuffle,1,0.5759619474411011
20241028_173418,imagenet,pvt,transformer,PT,test_accuracy_macro,channel_shuffle,12,0.7179287075996399
20241028_141634,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,gaussian,5.0,0.4649788737297058
20241028_160225,caltech_120,densenet,cnn,NT,test_accuracy_macro,median,3,0.7252076864242554
20241028_130552,deepglobe,convmixer,transformer,NT,test_mAP_macro,median,31,0.2290624976158142
20241028_182650,imagenet,beit,transformer,PT,test_accuracy_macro,channel_inversion,0,0.17551332712173462
20241028_150522,caltech,pit,transformer,NT,test_accuracy_macro,gaussian,9.0,0.5414250493049622
20241028_150530,caltech,pit,transformer,NT,test_accuracy_macro,gaussian,15.0,0.4967051148414612
20241028_133403,caltech,convnext,cnn,NT,test_accuracy_macro,median,31,0.5074241757392883
20241028_102937,deepglobe,resnet,cnn,NT,test_mAP_macro,channel_inversion,12,0.3319748640060425
20241028_182515,imagenet,beit,transformer,PT,test_accuracy_macro,channel_shuffle,3,0.10646238178014755
20241028_110048,deepglobe,densenet,cnn,NT,test_mAP_macro,bilateral,9,0.24525849521160126
20241028_110311,bigearthnet,convnext,cnn,NT,test_mAP_macro,median,15,0.5906693339347839
20241028_120547,deepglobe,vit,transformer,NT,test_mAP_macro,patch_shuffle,4,0.6485764980316162
20241028_163300,caltech_120,regnety,cnn,NT,test_accuracy_macro,median,0,0.5188874006271362
20241028_113327,bigearthnet,regnet,cnn,NT,test_mAP_macro,channel_shuffle,12,0.22211824357509613
20241028_114959,bigearthnet,densenet,cnn,NT,test_mAP_macro,patch_rotation,2,0.6416828632354736
20241008_163507,bigearthnet,rgb,cnn,resnet,test_mAP_macro,ST,674687,0.6558239459991455
20241028_105218,deepglobe,regnet,cnn,NT,test_mAP_macro,median,3,0.23182496428489685
20241028_142630,caltech,regnety,cnn,NT,test_accuracy_macro,channel_inversion,0,0.5155662298202515
20241028_165539,caltech_120,cait,transformer,NT,test_accuracy_macro,channel_inversion,1,0.053916070610284805
20241028_104854,deepglobe,convnext,cnn,NT,test_mAP_macro,channel_inversion,0,0.6297279000282288
20241028_122847,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,patch_rotation,11,0.5880711674690247
20241028_140609,caltech,mobilenet,cnn,NT,test_accuracy_macro,channel_shuffle,3,0.37379586696624756
20241028_104653,deepglobe,convnext,cnn,NT,test_mAP_macro,patch_rotation,2,0.6236265301704407
20241028_121342,bigearthnet,resnext,cnn,NT,test_mAP_macro,channel_inversion,2,0.28571492433547974
20241004_141248,caltech,xception,cnn,PT,test_accuracy_macro,None,None,0.016725564375519753
20241028_112145,deepglobe,resnext,cnn,NT,test_mAP_macro,channel_inversion,12,0.21917478740215302
20241028_131450,deepglobe,convmixer,transformer,NT,test_mAP_macro,channel_inversion,6,0.2290624976158142
20241028_102641,imagenet,resnet,cnn,PT,test_accuracy_macro,gaussian,1.0,0.7552515268325806
20241028_102845,deepglobe,resnet,cnn,NT,test_mAP_macro,channel_inversion,0,0.690414547920227
20241028_113806,bigearthnet,densenet,cnn,NT,test_mAP_macro,bilateral,15,0.4389772415161133
20241028_115806,deepglobe,regnety,cnn,NT,test_mAP_macro,patch_rotation,4,0.6791912913322449
20241028_141112,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,bilateral,15,0.4469117820262909
20241028_130323,deepglobe,convmixer,transformer,NT,test_mAP_macro,bilateral,9,0.22693006694316864
20241028_134217,caltech,regnet,cnn,NT,test_accuracy_macro,patch_shuffle,1,0.5395941138267517
20241028_163057,caltech_120,inception,cnn,NT,test_accuracy_macro,channel_shuffle,6,0.313751757144928
20241028_114528,imagenet,convnext,cnn,PT,test_accuracy_macro,channel_inversion,6,0.8440067768096924
20241028_131402,deepglobe,convmixer,transformer,NT,test_mAP_macro,channel_inversion,1,0.2290624976158142
20241028_142345,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,channel_shuffle,2,0.3593541085720062
20241028_143900,caltech,deit,transformer,NT,test_accuracy_macro,channel_inversion,2,0.03513156995177269
20241028_111043,deepglobe,densenet,cnn,NT,test_mAP_macro,channel_inversion,6,0.24846410751342773
20241028_165827,caltech_120,pvt,transformer,NT,test_accuracy_macro,gaussian,0.5,0.6625099182128906
20241028_153800,caltech_120,resnet,cnn,NT,test_accuracy_macro,gaussian,0.5,0.6553824543952942
20241028_153346,imagenet,vit,transformer,PT,test_accuracy_macro,gaussian,5.0,0.12667708098888397
20241028_143357,caltech,deit,transformer,NT,test_accuracy_macro,bilateral,9,0.5190872550010681
20241028_135828,imagenet,xception,cnn,PT,test_accuracy_macro,bilateral,31,0.22140127420425415
20241009_102846,caltech_120,mobilenet,cnn,ST,test_accuracy_macro,,,0.4163881242275238
20241028_125408,deepglobe,beit,transformer,NT,test_mAP_macro,gaussian,0.0,0.580935001373291
20241028_121104,deepglobe,deit,transformer,NT,test_mAP_macro,bilateral,31,0.23315906524658203
20241028_131520,deepglobe,convmixer,transformer,NT,test_mAP_macro,greyscale,0,0.6702415347099304
20241028_135349,caltech,resnext,cnn,NT,test_accuracy_macro,bilateral,0,0.6439100503921509
20241028_111724,deepglobe,resnext,cnn,NT,test_mAP_macro,patch_shuffle,11,0.5919355154037476
20241028_123218,imagenet,densenet,cnn,PT,test_accuracy_macro,gaussian,2.0,0.6088708639144897
20241028_105323,deepglobe,regnet,cnn,NT,test_mAP_macro,gaussian,0.5,0.6580777764320374
20241028_132126,bigearthnet,regnety,cnn,NT,test_mAP_macro,patch_shuffle,15,0.5534995198249817
20241028_141740,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,sobel,0,0.5868780612945557
20241028_143313,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,gaussian,0.0,0.6341015696525574
20241028_130507,bigearthnet,inception,cnn,NT,test_mAP_macro,patch_rotation,11,0.585584819316864
20241028_140334,caltech,mobilenet,cnn,NT,test_accuracy_macro,gaussian,3.0,0.24561184644699097
20241028_123944,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,gaussian,5.0,0.3114655613899231
20241028_160201,imagenet,deit,transformer,PT,test_accuracy_macro,gaussian,9.0,0.10656115412712097
20241028_132238,caltech,resnet,cnn,NT,test_accuracy_macro,patch_rotation,11,0.4168241322040558
20241028_103512,deepglobe,efficientnet,cnn,NT,test_mAP_macro,patch_shuffle,1,0.5111230611801147
20241028_134909,caltech,densenet,cnn,NT,test_accuracy_macro,gaussian,15.0,0.08791082352399826
20241028_182724,imagenet,beit,transformer,PT,test_accuracy_macro,channel_inversion,1,0.08033296465873718
20241028_143814,caltech,deit,transformer,NT,test_accuracy_macro,channel_shuffle,0,0.5274389386177063
20241028_102112,deepglobe,resnet,cnn,NT,test_mAP_macro,bilateral,9,0.23906800150871277
20241028_160506,caltech_120,densenet,cnn,NT,test_accuracy_macro,patch_shuffle,11,0.10792626440525055
20241028_132124,imagenet,resnext,cnn,PT,test_accuracy_macro,channel_inversion,2,0.47950607538223267
20241028_162412,imagenet,swin,transformer,PT,test_accuracy_macro,median,9,0.4062536954879761
20241028_115622,deepglobe,regnety,cnn,NT,test_mAP_macro,sobel,3,0.35803136229515076
20241028_123426,deepglobe,pvt,transformer,NT,test_mAP_macro,gaussian,0.5,0.6657084822654724
20241028_125608,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,gaussian,1.0,0.31547072529792786
20241028_152008,rgb_bigearthnet,beit,transformer,NT,test_mAP_macro,channel_inversion,1,0.2560674846172333
20241028_131933,caltech,resnet,cnn,NT,test_accuracy_macro,median,15,0.3693718910217285
20241028_102451,deepglobe,resnet,cnn,NT,test_mAP_macro,sobel,0,0.690414547920227
20241028_162157,caltech_120,xception,cnn,NT,test_accuracy_macro,gaussian,3.0,0.346437007188797
20241028_162739,caltech_120,inception,cnn,NT,test_accuracy_macro,gaussian,0.0,0.516359269618988
20241028_145815,caltech,pvt,transformer,NT,test_accuracy_macro,gaussian,3.0,0.6524117588996887
20241028_150608,caltech,pit,transformer,NT,test_accuracy_macro,patch_shuffle,4,0.2278047353029251
20241028_123318,deepglobe,pvt,transformer,NT,test_mAP_macro,median,3,0.23185336589813232
20241028_110508,rgb_bigearthnet,convnext,cnn,NT,test_mAP_macro,sobel,0,0.5759619474411011
20241028_132607,caltech,efficientnet,cnn,NT,test_accuracy_macro,median,3,0.47421368956565857
20241028_134621,caltech,densenet,cnn,NT,test_accuracy_macro,bilateral,9,0.4915144443511963
20241028_125506,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,median,31,0.24776095151901245
20241028_150238,caltech,pvt,transformer,NT,test_accuracy_macro,greyscale,1,0.5187679529190063
20241028_143703,caltech,deit,transformer,NT,test_accuracy_macro,patch_shuffle,8,0.36198681592941284
20241028_142019,caltech,inception,cnn,NT,test_accuracy_macro,channel_inversion,0,0.626112699508667
20241028_135208,bigearthnet,deit,transformer,NT,test_mAP_macro,gaussian,0.0,0.6552188992500305
20241028_124026,imagenet,densenet,cnn,PT,test_accuracy_macro,patch_shuffle,11,0.01752590760588646
20241008_231548,bigearthnet,densenet,cnn,ST,test_mAP_macro,,,0.7017534375190735
20241028_150021,caltech,pvt,transformer,NT,test_accuracy_macro,patch_rotation,4,0.3785797357559204
20241028_124006,deepglobe,pvt,transformer,NT,test_mAP_macro,channel_shuffle,12,0.27324745059013367
20241028_144059,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,patch_rotation,11,0.6016852259635925
20241028_155040,caltech_120,convnext,cnn,NT,test_accuracy_macro,gaussian,0.0,0.5208753347396851
20241028_104053,imagenet,resnet,cnn,PT,test_accuracy_macro,channel_inversion,12,0.830056369304657
20241028_110337,rgb_bigearthnet,convnext,cnn,NT,test_mAP_macro,gaussian,3.0,0.4295932948589325
20241028_171255,caltech_120,beit,transformer,NT,test_accuracy_macro,patch_shuffle,8,0.22051474452018738
20241028_164307,caltech_120,vit,transformer,NT,test_accuracy_macro,channel_inversion,12,0.04428348317742348
20241028_150242,bigearthnet,pit,transformer,NT,test_mAP_macro,patch_rotation,6,0.6403353810310364
20241028_125704,deepglobe,beit,transformer,NT,test_mAP_macro,patch_shuffle,6,0.5640068054199219
20241028_130638,deepglobe,convmixer,transformer,NT,test_mAP_macro,gaussian,1.0,0.5279144644737244
20241028_151714,bigearthnet,beit,transformer,NT,test_mAP_macro,gaussian,9.0,0.6292238831520081
20241028_145811,rgb_bigearthnet,pit,transformer,NT,test_mAP_macro,patch_rotation,11,0.581816554069519
20241028_143746,caltech,deit,transformer,NT,test_accuracy_macro,patch_rotation,6,0.383057564496994
20241028_134300,bigearthnet,vit,transformer,NT,test_mAP_macro,channel_shuffle,12,0.24483990669250488
20241028_152709,caltech,convmixer,transformer,NT,test_accuracy_macro,channel_inversion,1,0.0895688533782959
20241028_110626,bigearthnet,convnext,cnn,NT,test_mAP_macro,gaussian,15.0,0.48722484707832336
20241028_140608,imagenet,xception,cnn,PT,test_accuracy_macro,gaussian,3.0,0.31190526485443115
20241028_145052,caltech,cait,transformer,NT,test_accuracy_macro,sobel,3,0.0381387323141098
20241028_134032,caltech,regnet,cnn,NT,test_accuracy_macro,median,5,0.4958067238330841
20241028_141338,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,median,9,0.5221539735794067
20241028_124713,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,channel_shuffle,6,0.36440324783325195
20241028_161337,caltech_120,resnext,cnn,NT,test_accuracy_macro,channel_inversion,3,0.08664966374635696
20241008_161731,caltech,swin,transformer,ST,test_accuracy_macro,,,0.5837991833686829
20241028_122929,deepglobe,cait,transformer,NT,test_mAP_macro,channel_shuffle,12,0.29355862736701965
20241028_152457,bigearthnet,beit,transformer,NT,test_mAP_macro,channel_shuffle,6,0.29884231090545654
20241028_114452,deepglobe,inception,cnn,NT,test_mAP_macro,gaussian,0.0,0.6915020942687988
20241028_144306,caltech,swin,transformer,NT,test_accuracy_macro,patch_shuffle,1,0.6204327344894409
20241028_103555,imagenet,resnet,cnn,PT,test_accuracy_macro,patch_rotation,15,0.10033862292766571
20241028_104813,rgb_bigearthnet,efficientnet,cnn,NT,test_mAP_macro,patch_rotation,1,0.5691896677017212
20241028_135659,bigearthnet,deit,transformer,NT,test_mAP_macro,patch_shuffle,15,0.5844571590423584
20241028_190150,imagenet,convmixer,transformer,PT,test_accuracy_macro,channel_inversion,1,0.38810431957244873
20241028_155640,caltech_120,regnet,cnn,NT,test_accuracy_macro,median,15,0.49027031660079956
20241028_165340,caltech_120,cait,transformer,NT,test_accuracy_macro,patch_shuffle,15,0.15742088854312897
20241028_103743,bigearthnet,efficientnet,cnn,NT,test_mAP_macro,bilateral,5,0.5790027379989624
20241028_101248,imagenet,resnet,cnn,PT,test_accuracy_macro,bilateral,3,0.8324816226959229
20241028_175310,imagenet,pit,transformer,PT,test_accuracy_macro,patch_shuffle,11,0.05594709888100624
20241008_163448,caltech,pvt,transformer,ST,test_accuracy_macro,,,0.6590940952301025
20241028_104933,imagenet,efficientnet,cnn,PT,test_accuracy_macro,gaussian,0.0,0.8116000890731812
20241028_104726,bigearthnet,efficientnet,cnn,NT,test_mAP_macro,patch_shuffle,2,0.6204612851142883
20241028_125205,deepglobe,beit,transformer,NT,test_mAP_macro,bilateral,31,0.2252337634563446
20241028_104125,rgb_bigearthnet,efficientnet,cnn,NT,test_mAP_macro,median,31,0.3236335217952728
20241028_152333,caltech,convmixer,transformer,NT,test_accuracy_macro,patch_shuffle,2,0.22495000064373016
20241028_153710,caltech_120,resnet,cnn,NT,test_accuracy_macro,median,0,0.6652882099151611
20241028_111430,deepglobe,resnext,cnn,NT,test_mAP_macro,gaussian,0.0,0.690947413444519
20241028_184914,imagenet,convmixer,transformer,PT,test_accuracy_macro,patch_shuffle,4,0.5757758021354675
20241028_170634,caltech_120,pit,transformer,NT,test_accuracy_macro,patch_rotation,4,0.3342885673046112
20241028_101924,rgb_bigearthnet,resnet,cnn,NT,test_mAP_macro,bilateral,5,0.38595810532569885
20241028_144852,imagenet,inception,cnn,PT,test_accuracy_macro,channel_shuffle,6,0.5831690430641174
20241028_141616,bigearthnet,cait,transformer,NT,test_mAP_macro,median,3,0.6697647571563721
20241028_162013,caltech_120,xception,cnn,NT,test_accuracy_macro,bilateral,5,0.5601110458374023
20241028_133903,bigearthnet,vit,transformer,NT,test_mAP_macro,patch_shuffle,11,0.5856251120567322
20241028_134254,caltech,regnet,cnn,NT,test_accuracy_macro,patch_shuffle,11,0.26542016863822937
20241028_140102,caltech,resnext,cnn,NT,test_accuracy_macro,greyscale,1,0.49432387948036194
20241028_122449,rgb_bigearthnet,mobilenet,cnn,NT,test_mAP_macro,patch_shuffle,8,0.4818722605705261
20241028_121202,bigearthnet,resnext,cnn,NT,test_mAP_macro,channel_shuffle,3,0.37557756900787354
20241028_184417,imagenet,convmixer,transformer,PT,test_accuracy_macro,gaussian,5.0,0.31458213925361633
20241028_105013,bigearthnet,efficientnet,cnn,NT,test_mAP_macro,patch_rotation,4,0.6189274191856384
20241028_121222,bigearthnet,resnext,cnn,NT,test_mAP_macro,channel_shuffle,6,0.2939896285533905
20241028_151803,caltech,beit,transformer,NT,test_accuracy_macro,greyscale,0,0.5494170188903809
20241028_175121,imagenet,pit,transformer,PT,test_accuracy_macro,patch_shuffle,2,0.6083278059959412
20241028_134716,bigearthnet,deit,transformer,NT,test_mAP_macro,bilateral,15,0.6424663066864014
20241028_111418,deepglobe,resnext,cnn,NT,test_mAP_macro,median,31,0.2290624976158142
20241028_143800,caltech,deit,transformer,NT,test_accuracy_macro,patch_rotation,11,0.3973664939403534
20241009_153257,deepglobe,cait,transformer,ST,test_mAP_macro,,,0.7348638772964478
20241028_145341,caltech,cait,transformer,NT,test_accuracy_macro,channel_shuffle,3,0.17376036942005157
20241028_170921,caltech_120,beit,transformer,NT,test_accuracy_macro,bilateral,15,0.5177139043807983
20241028_130254,bigearthnet,inception,cnn,NT,test_mAP_macro,patch_shuffle,11,0.5032820701599121
20241028_135226,caltech,densenet,cnn,NT,test_accuracy_macro,channel_inversion,0,0.7581800222396851
20241028_132231,caltech,resnet,cnn,NT,test_accuracy_macro,patch_rotation,8,0.418622225522995
20241028_155717,caltech_120,regnet,cnn,NT,test_accuracy_macro,gaussian,2.0,0.46656379103660583
20241028_111716,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,bilateral,9,0.3630923330783844
20241028_104110,deepglobe,convnext,cnn,NT,test_mAP_macro,bilateral,5,0.23617874085903168
20241028_114406,imagenet,convnext,cnn,PT,test_accuracy_macro,channel_inversion,2,0.5450015068054199
20241028_125856,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,patch_shuffle,1,0.5763482451438904
20241028_125336,imagenet,resnext,cnn,PT,test_accuracy_macro,bilateral,0,0.897596538066864
20241028_175648,imagenet,pit,transformer,PT,test_accuracy_macro,patch_rotation,15,0.09398319572210312
20241028_155219,imagenet,deit,transformer,PT,test_accuracy_macro,bilateral,9,0.4555943012237549
20241028_134128,bigearthnet,vit,transformer,NT,test_mAP_macro,patch_rotation,15,0.6763492226600647
20241028_185901,imagenet,convmixer,transformer,PT,test_accuracy_macro,channel_shuffle,3,0.6616706252098083
20241028_134826,rgb_bigearthnet,deit,transformer,NT,test_mAP_macro,gaussian,3.0,0.5296157598495483
20241028_124236,deepglobe,pit,transformer,NT,test_mAP_macro,bilateral,15,0.2306930124759674
20241028_174533,imagenet,pit,transformer,PT,test_accuracy_macro,median,31,0.03568344935774803
20241028_104214,bigearthnet,efficientnet,cnn,NT,test_mAP_macro,median,5,0.56887286901474
20241028_185614,imagenet,convmixer,transformer,PT,test_accuracy_macro,patch_rotation,11,0.20708885788917542
20241028_142808,imagenet,inception,cnn,PT,test_accuracy_macro,bilateral,31,0.25311020016670227
20241028_133703,caltech,convnext,cnn,NT,test_accuracy_macro,patch_rotation,8,0.4167768061161041
20241004_125711,caltech,resnet,cnn,ST,test_accuracy_macro,,,
20241028_112819,deepglobe,mobilenet,cnn,NT,test_mAP_macro,patch_rotation,2,0.5529897809028625
20241028_143743,bigearthnet,pvt,transformer,NT,test_mAP_macro,gaussian,0.0,0.6790524125099182
20241028_135012,caltech,densenet,cnn,NT,test_accuracy_macro,patch_shuffle,8,0.22182029485702515
20241028_150355,rgb_bigearthnet,beit,transformer,NT,test_mAP_macro,bilateral,3,0.5929745435714722
20241028_103159,bigearthnet,resnet,cnn,NT,test_mAP_macro,patch_rotation,8,0.6743765473365784
20241028_140800,imagenet,xception,cnn,PT,test_accuracy_macro,gaussian,15.0,0.012099821120500565
20241028_112609,deepglobe,mobilenet,cnn,NT,test_mAP_macro,gaussian,9.0,0.35930734872817993
20241028_102753,bigearthnet,resnet,cnn,NT,test_mAP_macro,sobel,0,0.7009574174880981
20241028_145451,bigearthnet,pit,transformer,NT,test_mAP_macro,median,3,0.6507585644721985
20241009_104157,caltech,resnext,cnn,ST,test_accuracy_macro,,,0.6439100503921509
20241028_110749,deepglobe,densenet,cnn,NT,test_mAP_macro,patch_rotation,6,0.7172834277153015
20241028_141903,caltech,inception,cnn,NT,test_accuracy_macro,patch_rotation,4,0.43353477120399475
20241028_170852,caltech_120,beit,transformer,NT,test_accuracy_macro,bilateral,3,0.5520995855331421
20241028_131722,bigearthnet,regnety,cnn,NT,test_mAP_macro,gaussian,2.0,0.6414980292320251
20241028_120052,rgb_bigearthnet,resnext,cnn,NT,test_mAP_macro,median,31,0.27437394857406616
20241028_150804,caltech,pit,transformer,NT,test_accuracy_macro,channel_inversion,0,0.5911221504211426
20241028_170521,imagenet,cait,transformer,PT,test_accuracy_macro,channel_shuffle,0,0.8613964319229126
20241028_123534,deepglobe,pvt,transformer,NT,test_mAP_macro,gaussian,15.0,0.4064346253871918
20241028_115449,deepglobe,regnety,cnn,NT,test_mAP_macro,gaussian,0.0,0.6937422156333923
20241028_105919,deepglobe,regnet,cnn,NT,test_mAP_macro,channel_inversion,6,0.2210920751094818
20241028_131949,caltech,resnet,cnn,NT,test_accuracy_macro,gaussian,0.0,0.6701932549476624
20241028_121741,rgb_bigearthnet,mobilenet,cnn,NT,test_mAP_macro,median,0,0.5721733570098877
20241028_140646,imagenet,xception,cnn,PT,test_accuracy_macro,gaussian,5.0,0.16757124662399292
20241028_162006,caltech_120,xception,cnn,NT,test_accuracy_macro,bilateral,3,0.6642897725105286
20241028_111924,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,median,3,0.5310468673706055
20241028_123134,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,channel_inversion,2,0.2766225039958954
20241028_110548,deepglobe,densenet,cnn,NT,test_mAP_macro,patch_shuffle,2,0.7252945303916931
20241028_133712,bigearthnet,vit,transformer,NT,test_mAP_macro,sobel,3,0.33397427201271057
20241028_191403,imagenet,mvit,transformer,PT,test_accuracy_macro,gaussian,0.0,0.849408745765686
20241028_161118,caltech_120,resnext,cnn,NT,test_accuracy_macro,patch_shuffle,6,0.2501491606235504
20241028_115251,bigearthnet,densenet,cnn,NT,test_mAP_macro,channel_shuffle,3,0.34153279662132263
20241028_141718,rgb_bigearthnet,cait,transformer,NT,test_mAP_macro,gaussian,15.0,0.37418583035469055
20241028_150501,caltech,pit,transformer,NT,test_accuracy_macro,gaussian,2.0,0.581250786781311
20241028_142824,rgb_bigearthnet,pvt,transformer,NT,test_mAP_macro,bilateral,0,0.6341015696525574
20241028_151827,caltech,convmixer,transformer,NT,test_accuracy_macro,bilateral,0,0.6330627799034119
20241028_125711,rgb_bigearthnet,inception,cnn,NT,test_mAP_macro,gaussian,5.0,0.25394487380981445
20241028_150440,caltech,pit,transformer,NT,test_accuracy_macro,gaussian,0.0,0.5911221504211426
20241028_151005,caltech,beit,transformer,NT,test_accuracy_macro,bilateral,31,0.38059914112091064
20241028_171200,caltech_120,beit,transformer,NT,test_accuracy_macro,sobel,0,0.5431394577026367
20241004_152158,caltech,resnet,cnn,ST,test_accuracy_macro,,,0.6707015037536621
20241028_092226,imagenet,resnet,cnn,PT,test_accuracy_macro,median,5,0.6470614075660706
20241028_142130,bigearthnet,cait,transformer,NT,test_mAP_macro,patch_shuffle,1,0.6701409816741943
20241028_151506,caltech,beit,transformer,NT,test_accuracy_macro,patch_rotation,4,0.42324262857437134
20241028_154758,caltech_120,efficientnet,cnn,NT,test_accuracy_macro,channel_inversion,0,0.3344714641571045
20241028_115519,deepglobe,regnety,cnn,NT,test_mAP_macro,gaussian,2.0,0.5219763517379761
20241028_175433,imagenet,pit,transformer,PT,test_accuracy_macro,patch_rotation,2,0.4357367753982544
20241028_122410,bigearthnet,mobilenet,cnn,NT,test_mAP_macro,gaussian,15.0,0.39629507064819336
20241028_123355,rgb_bigearthnet,xception,cnn,NT,test_mAP_macro,bilateral,5,0.37049028277397156
20241028_113653,bigearthnet,densenet,cnn,NT,test_mAP_macro,bilateral,3,0.6704063415527344
20241028_170706,caltech_120,pit,transformer,NT,test_accuracy_macro,channel_shuffle,0,0.6360833644866943
20241028_133331,caltech,convnext,cnn,NT,test_accuracy_macro,median,3,0.5499889850616455
20241028_124648,bigearthnet,xception,cnn,NT,test_mAP_macro,patch_rotation,11,0.6381175518035889
20241028_120858,deepglobe,vit,transformer,NT,test_mAP_macro,channel_inversion,2,0.23468153178691864
20241028_102151,rgb_bigearthnet,resnet,cnn,NT,test_mAP_macro,median,3,0.4884239435195923
20241028_161920,caltech_120,mobilenet,cnn,NT,test_accuracy_macro,channel_inversion,3,0.06678110361099243
20241028_112651,deepglobe,mobilenet,cnn,NT,test_mAP_macro,patch_shuffle,1,0.5594072341918945
20241028_154705,bigearthnet,convmixer,transformer,NT,test_mAP_macro,channel_shuffle,6,0.26768583059310913
20241028_145610,caltech,pvt,transformer,NT,test_accuracy_macro,bilateral,15,0.6219509243965149
20241028_151108,caltech,beit,transformer,NT,test_accuracy_macro,median,9,0.48351767659187317
20241028_114816,deepglobe,inception,cnn,NT,test_mAP_macro,patch_rotation,1,0.6789665222167969
20241028_133342,bigearthnet,vit,transformer,NT,test_mAP_macro,median,15,0.6573081016540527
20241028_120715,imagenet,regnet,cnn,PT,test_accuracy_macro,patch_shuffle,11,0.194773331284523
20241028_163807,caltech_120,vit,transformer,NT,test_accuracy_macro,bilateral,5,0.5410506725311279
20241028_161048,caltech_120,resnext,cnn,NT,test_accuracy_macro,sobel,3,0.03865848481655121
20241028_102623,rgb_bigearthnet,resnet,cnn,NT,test_mAP_macro,sobel,0,0.5968605279922485
20241004_190914,deepglobe,inception,cnn,ST,test_mAP_macro,,,0.7189754247665405
20241028_150920,imagenet,regnety,cnn,PT,test_accuracy_macro,patch_shuffle,4,0.5494659543037415
20241028_163202,imagenet,swin,transformer,PT,test_accuracy_macro,patch_shuffle,4,0.7395757436752319
20241028_172154,caltech_120,convmixer,transformer,NT,test_accuracy_macro,channel_shuffle,2,0.3148925304412842
20241028_112928,bigearthnet,regnet,cnn,NT,test_mAP_macro,patch_shuffle,15,0.5697044730186462
20241028_111202,deepglobe,resnext,cnn,NT,test_mAP_macro,bilateral,5,0.235122412443161
20241028_131020,bigearthnet,regnety,cnn,NT,test_mAP_macro,bilateral,3,0.6691198348999023
20241028_160856,caltech_120,resnext,cnn,NT,test_accuracy_macro,median,0,0.6356489658355713
20241028_112305,rgb_bigearthnet,regnet,cnn,NT,test_mAP_macro,gaussian,5.0,0.31946343183517456
20241028_091624,imagenet,resnet,cnn,PT,test_accuracy_macro,bilateral,5,0.7878512740135193
20241028_142150,bigearthnet,cait,transformer,NT,test_mAP_macro,patch_shuffle,2,0.6601462960243225
20241028_141308,imagenet,xception,cnn,PT,test_accuracy_macro,patch_shuffle,15,0.006098033860325813
20241028_115043,bigearthnet,densenet,cnn,NT,test_mAP_macro,patch_rotation,6,0.6475849747657776
20241028_131121,imagenet,resnext,cnn,PT,test_accuracy_macro,patch_shuffle,8,0.35946476459503174
20241028_160705,caltech_120,densenet,cnn,NT,test_accuracy_macro,channel_inversion,1,0.07105354219675064
20241028_144857,caltech,cait,transformer,NT,test_accuracy_macro,median,15,0.4404456913471222
20241009_153251,deepglobe,swin,transformer,ST,test_mAP_macro,,,
